Unnamed: 0,track_id,track_name,track_artist,track_popularity,track_album_id,track_album_name,track_album_release_date,playlist_name,playlist_id,playlist_genre,playlist_subgenre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,lyrics
28681,2mLHXfxxtPS4lAp5HirFyr,Alive,Wasback,30,7l8NGqtxy9f832CypQdsEQ,Alive,2019-11-22,Big Room EDM - by Spinnin' Records,7xWdFCrU5Gka6qp1ODrSdK,edm,big room,0.427,0.896,1,-6.848,1,0.062,0.000108,0.81,0.368,0.0602,127.962,148125,
13776,3EYOJ48Et32uATr9ZmLnAo,Roxanne,The Police,77,1H9g6j4Wwj6wh6p8YHVtkf,Outlandos D'Amour (Remastered 2003),1978-11-02,Permanent wave,0tOy7ZY4E2PadXIyj8zU43,rock,permanent wave,0.618,0.748,0,-8.905,1,0.358,0.0384,4.1e-06,0.0473,0.663,134.114,191947,"[Instrumental Intro]

[Verse 1]
Roxanne
You don't have to put on the red light
Those days are over
You don't have to sell your body to the night
Roxanne
You don't have to wear that dress tonight
Walk the streets for money
You don't care if it's wrong or if it's right

[Pre-Chorus]
Roxanne
You don't have to put on the red light
Roxanne
You don't have to put on the red light

[Chorus]
(Roxanne) Put on the red light
(Roxanne) Put on the red light
(Roxanne) Put on the red light
(Roxanne) Put on the red light
(Roxanne) Put on the red light, oh

[Verse 2]
I loved you since I knew you
I wouldn't talk down to ya
I have to tell you just how I feel
I won't share you with another boy
I know my mind is made up
So put away your makeup
Told you once, I won't tell you again
It's a bad way

[Pre-Chorus]
Roxanne
You don't have to put on the red light
Roxanne
You don't have to put on the red light

[Outro]
(Roxanne) You don't have to put on the red light
(Roxanne) Put on the red light
(Roxanne) Put on the red light
(Roxanne) Put on the red light
(Roxanne) Put on the red light
(Roxanne) Put on the red light
(Roxanne) Put on the red light
(Roxanne) Put on the red light
(Roxanne) Put on the red light
(Roxanne) Put on the red light
(Roxanne) You don't have to put on the red light
(Roxanne) Put on the red light
(Roxanne) You don't have to put on the red light
(Roxanne) Put on the red light
(Roxanne) Put on the red light
(Roxanne) Put on the red light
(Roxanne) Put on the red light"
10399,45tGi5L8jSUDHy1RC714jl,Perriandote,Myke Towers,62,6aqZF6pUvMWjbrytSqwmrU,Perriandote,2019-12-20,Flow Selecto,37i9dQZF1DX4OjfOteYnH8,rap,trap,0.793,0.631,2,-6.837,1,0.406,0.0558,0.0,0.322,0.741,168.92,196960,"[Letra de ""Perriandote""]

[Intro: Luigi 21 Plus]
Yo'
Yeah
Ja

[Puente: Luigi 21 Plus]
Pásele la hookah (Hookah), a ese corillo ‘e puta (Puta)
Yo la quiero a ella (Ja), la de la botella (Yes)
Mira como bebe, mira como fuma
Mira como se mueve, mientras se ahúma

[Verso 1: Luigi 21 Plus]
Vente mami (Ven), date un shot (Jaja)
Tráete a tu socia, que vengan las dos (Do’)
Que les parece, si hacemos una orgía
Los 3 chingando (Wuh), hasta el otro día
Las dos se besan (Mmm), y después me besan (Muah)
Una es latina, la otra es francesa
Loco de la cabeza, pero seguimo’ en pie
Ahí es, tú sabes cómo es

[Estribillo: Ñengo Flow, Myke Towers]
Soy una máquina de putas maniáticas
Venimo’ ready a partir mami, what the fuck
Me pasaría contigo toda la noche perriandote
Matándote-te

Soy una máquina, de putas maniáticas
Venimo’ ready a partir mami, what the fuck
Me pasaría contigo toda la noche perriandote (Jaja)
Matándote-te (Uh-uh)

[Verso 2: Myke Towers]
Una universitaria, bachillerato en biología
Pero dice que su fantasía, e’ hacer una orgía
Y que si yo no la elegía, en un lío me metía
Ñengo se llevó a la model, Luigi se fue con la tía
Y son latinas, pero bellaqueando hablan en inglés
Tú y yo, y tu prima en la misma bed
A la misma vez, y si están en los días del mes
Se lo ponen en la boca, ellas se lo quieren comer
Son sexo maniacas
Se lo puse en la hamaca, ella le mete a la mata
Y es su fuego a la lata, ah, esa cara de bellaca te delata, ah
Tú te besas con tu amiga y no eres pata, ah

[Estribillo: Ñengo Flow]
Soy una máquina, de putas maniáticas
Venimo’ ready a partir mami what the fuck
Me pasaría contigo toda la noche perriandote
Matándote-te

Soy una máquina, de putas maniáticas
Venimo’ ready a partir mami what the fuck
Me pasaría contigo toda la noche perriandote (Jaja)
Matándote-te

[Puente: Ñengo Flow]
Encima ‘e ese toto es que yo reboto, ábrete el culo y tírate foto'
Comerte este bicho es como sacarte la loto
Menéate comoda, y no jodas más
Alrededor del agua es que te tengo, como en Alcatraz

[Verso 3: Ñengo Flow]
Están activas las putas, la que no chiche tiene chocho ‘e cristal
Que pa' acá no venga, venga a averiguar
Este party es de loco, el que se lamba lo vamo’ a descabronar
Luigi y Ñengo con un flow anormal
Mami lubrícate, conmigo medícate, uh
Que el fantasma de la ópera te quiere en la cruz
Ponte tus gafitas clear con tu pantalón blue
Vamo’ chingar como 100 veces pa’ que cambies de actitud
(Rómpelo Yanyo)

[Estribillo: Ñengo Flow]
Soy una máquina, de putas maniáticas
Venimo’ ready a partir mami what the fuck
Me pasaría contigo toda la noche perriandote
Matándote-te

Soy una máquina, de putas maniáticas
Venimo’ ready a partir mami what the fuck
Me pasaría contigo toda la noche perriandote (Jaja)
Matándote-te"
26535,10GibFPOgO6mD6qMQeeVoU,Beautiful Light,J.R.,5,56udk51EYWGxItMax16x25,Metamorphosis,2005-11-15,Gospel Neo Soul,2wP2UAYC4Nqb6oUXkMJlAz,r&b,neo soul,0.54,0.89,0,-6.645,1,0.033,0.0344,7.73e-06,0.232,0.586,171.967,272253,
24522,0QIuAbRaleUv1OHh3eqr5o,Never Make A Promise - Radio Edit,Dru Hill,19,6ctR65s7xYYg2V9BoAqoR7,The Best Of Dru Hill 20th Century Masters The Millennium Collection,2006-03-13,90s R&B - The BET Planet Groove/Midnight Love Mix,7LjRWGUdOmBdPG1W1bga4i,r&b,new jack swing,0.699,0.506,9,-7.395,0,0.0287,0.336,4.92e-06,0.168,0.356,113.172,246160,"I don't have to think about
I never been in love
Well, I only dreamed about
I wondered what it was

But now I think I know
It's clear to me
You make me understand
I'm so proud to say I love you
I'm so proud to be your man, yes I am

I promise I'll never hurt you
I'll never make you cry, no
I promise I'll never hit you
Cross my heart and hope to die
Cuz I know I'll keep you safe
I'll keep you warm
I'll keep you satisfied
I'll be your sunshine in the morning
Be your everything at night

1 - You told me what you wanted
I gave you what you need
I told you that I love you
Make it good for you and me
And I never make a promise
That I can't keep
That ain't me

Repeat 1

Ain't no way to get around it
Now you're stuck with me, baby, baby
Did you know that you'd be surrounded
By my love and ecstasy
This is the start of one great love affair
That's never, never, never gonna end
We can share the world together
Oh, this is where it begun

Repeat 1
Repeat 1

Oh, girl I'll stand by you
If you give me your hand
I'll make love to you baby
Your every wish is my command
Let's play out your fantasies
Oh, I can lose your mind
Take you places you ain't never been before
I promise you it's alright

Repeat 1
Repeat 1

If I make a promise to you
Then baby that's what I'll do
I have nothing to lose
I give my whole world to you
(I'll never make a promise that I can't keep)
Never, never, oh no, no, no, no, no

I'm a man of my word
For you I'm always concerned
That you'll never be hurt
It's for better or worse
(I'll never make a promise that I can't keep)

Ad lib until fade"
6493,7rLueW1eSGQhAf9MruvO3d,That's Just Me,Ameba,49,01SkyAcTlSdHNE6Vm8z6tq,That's Just Me,2019-06-10,Lofi Hip-Hop,37i9dQZF1DX36Xw4IJIVKA,rap,hip hop,0.713,0.307,10,-9.657,0,0.13,0.487,0.386,0.121,0.359,170.033,90384,
10465,1uARbfg2RXPtyr6sqVQUif,Ella es una G,C.R.O,63,0BqeJtVlDQbtAaflXBYTHV,Ella es una G,2018-11-16,Trapperz Argentina,37i9dQZF1DWXrVH01e3PIE,rap,trap,0.776,0.587,8,-7.004,0,0.0604,0.424,1.04e-06,0.201,0.652,140.029,216917,"[Letra de ""Ella es una G"" ft. Duki]

[Intro: C.R.O]
(Oniria: sueño dentro de un sueño)
(Na, na, na)
Duki, C.R.O

[Estribillo: C.R.O]
Ella quiere que la agarre del pelo siempre
Dice que no la amé, sé que me miente
Pero es que ella es una G
Por eso lo mueve así
Ella quiere que la agarre del pelo siempre
Dice que no la amé, sé que me miente
Pero es que ella es una G, ja
Por eso lo mueve así

[Verso 1: C.R.O]
¿A quién le quiere? La chica pica weed, ella prefiere
Ah, mi pastilla, mi pastilla, power, subo el level
Te busco pero, ¿dónde estás? (¿Dónde estás?)
Chica, lo veo en tu mirar, lo sé (Yeh, yeh, yeh)
Ella no para de hacérmelo (De hacérmelo)
En su mirada se nota su sed (Nota su sed)
Chica, siente to' el jodío' sabor (Jodío' sabor)
Tantas pastillas, no sé qué hice ayer (Yeh, yeh, yeh)
Xanax, mi muerte-e-e-e, e-e-e-e
Xanax, mi muerte-e-e-e, e-e-e

[Estribillo: C.R.O]
Ella quiere que la agarre del pelo siempre
Dice que no la amé, sé que me miente
Pero es que ella es una G
Por eso lo mueve así
Ella quiere que la agarre del pelo siempre (Yeh, yeh, yeh)
Dice que no la amé, sé que me miente (Yeh, yeh, yeh)
Pero es que ella es una G
Por eso lo mueve así

[Verso 2: Duki]
Ella e' mi diabla, sé que nos complementamos
Entramos al club y todo' ven cómo forreamos
Otro caramelo, trago', besos y volamos
La gente muere 'e envidia si ven cómo no' miramos (Miramos)
Ella arma los porros, tiene un don pa' usar la' manos
Llegó después del show, tiró la plata y la contamos
Ella es una G, sabe lo bueno y lo malo
Moriría por mí y yo por ella
Y se tomó otra pastilla (Otra pastilla)
Sacó un blunt y prendió la varilla (La-La varilla)
Se acercó y se puso de rodilla' (De-de rodilla')
Sus piernas tiemblan y los ojos le brillan (Le-Le brillan, brillan)

[Estribillo: C.R.O]
Ella quiere que la agarre del pelo siempre
Dice que no la amé, sé que me miente
Pero es que ella es una G
Hum, por eso lo mueve así
Ella quiere que la agarre del pelo siempre
Dice que no la amé, sé que me miente
Pero es que ella es una G
Por eso lo mueve así

[Puente: Duki]
Ella es una G, sabe cómo ser una bad bitch (Yeah, yeah)
Odia a la' princesas y no jode con las Barbies (No, no, no, no)
Ay, jefa, chapeadora como Cardi (Cardi)
Baila reggaetón, es adicta a lo' candies (Lo' candies)

[Outro: Duki]
Y se tomó otra pastilla (Otra pastilla)
Sacó un blunt y prendió la varilla (La-la varilla)
Se acercó y se puso de rodilla' (De-de rodilla')
Sus piernas tiemblan y los ojos le brillan (Yeah, yeah, yeah)
Woh"
18798,6RyuoOJXNzlVWpfC5xQyeI,Alocao (With Bad Gyal),Omar Montes,82,6pEhppkTzrKKGkQw4fNqOD,Alocao (With Bad Gyal),2019-10-24,Baila Reggaeton,37i9dQZF1DWY7IeIP1cdjF,latin,reggaeton,0.673,0.752,11,-4.705,0,0.0567,0.214,1.53e-06,0.106,0.699,178.005,209320,
6048,6ScJMrlpiLfZUGtWp4QIVt,A Milli,Lil Wayne,73,5BGzOpea6At0Nd7tYtYZOP,Tha Carter III,2008-01-01,Hip-Hop Drive,37i9dQZF1DWUFmyho2wkQU,rap,hip hop,0.673,0.695,6,-8.636,0,0.278,0.0387,0.00206,0.194,0.774,151.468,221840,"[Intro]
(
Bangladesh
)
Young Money
You dig?
Yeah, Mack, I'm goin' in

[Verse 1]
A millionaire, I'm a Young Money millionaire
Tougher than Nigerian hair (Woo)
My criteria compared to your career just isn't fair
I'm a venereal disease, like a menstrual bleed
Through the pencil and leak on the sheet of the tablet in my mind
'Cause I don't write shit 'cause I ain't got time
'Cause my seconds, minutes, hours go to the almighty dollar
And the almighty power of that ch-cho-cho-cho-chopper
Sister, brother, son, daughter, father, mother-fuck a copper
Got the Maserati dancin' on the bridge, pussy poppin'
Tell the coppers, ""Ha-ha-ha-ha, you can't catch him, you can't stop him""
I go by them goon rules, if you can't beat 'em, then you pop 'em
You can't man 'em, then you mop 'em, you can't stand 'em, then you drop 'em
You pop 'em 'cause we pop 'em like Orville Redenbacher

[Chorus]
Motherfucker, I'm ill, yeah

[Verse 2]
A million here, a million there
Sicilian bitch with long hair, with coke in her derrière
Like smoking the thinnest air, I open the Lamborghini
Hopin' them crackers see me, like, ""Look at that bastard Weezy""
He's a beast, he's a dog, he's a motherfuckin' problem
Okay, you're a goon, but what's a goon to a goblin?
Nothin', nothin', you ain't scarin' nothin'
On some faggot bullshit, call 'em Dennis Rodman
Call me what you want, bitch, call me on my sidekick
Never answer when it's private, damn, I hate a shy bitch
Don't you hate a shy bitch? Yeah, I ate a shy bitch
She ain't shy no more, she changed her name to my bitch, haha
Yeah, nigga, that's my bitch
So when she ask for the money when you through, don't be surprised, bitch (Woo)
And it ain't trickin' if you got it
But you like a bitch with no ass, you ain't got shit
Motherfucker, I'm ill, not sick
And I'm okay, but my watch sick
Yeah, my drop sick, yeah, my Glock sick
And my knot thick, I'm it

[Chorus]
Motherfucker, I'm ill, yeah

[Verse 3]
See, they say I'm rappin' like B.I.G., Jay, and 2Pac
André 3000, where is Erykah Badu at? Who that?
Who that said they gon' beat Lil Wayne?
My name ain't Bic, but I keep that flame, man
Who that one that do that, boy? You knew that, chew that, swallow
And I be the shit, now you got loose bowels
I don't owe you like two vowels
But I would like for you to pay me by the hour, haha
And I'd rather be pushin' flowers
Than to be in the pen, sharin' showers, huh
Tony told us this world was ours
And the Bible told us every girl was sour
Don't play in her garden and don't smell her flower
Call me Mr. Carter or Mr. Lawn Mower
Boy, I got so many bitches, like I'm Mike Lowrey
Even Gwen Stefani said she couldn't doubt me
Motherfucker, I say, ""Life ain't shit without me""
Chrome lips pokin' out the coupe, look like it's poutin'
I do what I do, and you do what you can do about it
Bitch, I can turn a crack rock into a mountain, dare me
Don't you compare me 'cause there ain't nobody near me
They don't see me, but they hear me, they don't feel me, but they fear me, I'm illy
C3, 3 Peat, hahaha"
29026,3F7LKUuasfyLrNCS1thKq0,Turn Up,Dimitri Vegas & Like Mike,58,4BHPugJ7ICjfAHosfafxPQ,Tomorrowland 2019 EP,2019-08-30,Sick Big Room House Drops | EZUMI,4R4c3WdN1Any2Q1NSuec3r,edm,big room,0.616,0.949,1,-3.986,0,0.0546,0.00694,0.00997,0.368,0.101,130.017,253385,"Show how me to turn up
This is how we turn up
We just gotta turn up

Motherfucking turn up

Show me where to turn up
This is how we turn up
Where the fucking turn up
Motherfucking turn up

Show me where to turn up
This is how we turn up
You just fucking turn up
Motherfucking turn up

Look at all these people turned the fuck up
In the same motherfuckin' place
The turn up gets real in this bitch, bruh

Show me where to turn up
This is how we turn up
We just gotta turn up
Motherfucking turn up

Show me where to turn up
This is how we turn up
Where the fucking turn up
Motherfucking turn up, turn up, turn up...

Here we fucking go, yeah
Yeah
Here we fucking go, yeah

Yeah

Look at all these people turned the fuck up
In the same motherfuckin' place
The turn up gets real in this bitch, bruh

Show me where to turn up
This is how we turn up
We just gotta turn up
Motherfucking turn up

Show me where to turn up
This is how we turn up
Where the fucking turn up
Motherfucking turn up, turn up, turn up...

Here we, here we, here we fucking go
Here we, here we, here we fucking go
Here we, here we, here we fucking go
Here we, here we, here we fucking go, yeah

Go, go, go, go, go...
Go, go, go, go, go... (yeah)
Go, go, go, go, go...
Go, go, go, go, go...

Here we fucking go, yeah
Yeah"
13449,5RTeMqtMcVCOukwgiNg11H,Call It What It Is,Ben Harper And The Innocent Criminals,37,57oXPv7yhDbk5TQjspArGP,Call It What It Is,2016-02-02,Blues Rock,56dbowk1V5ycS5jW7DSvi5,rock,classic rock,0.615,0.56,0,-7.721,1,0.0389,0.442,3.99e-06,0.132,0.502,131.859,227600,"They shot him in the back
Now it's a crime to be black
So don't act surprised
When it gets vandalized

There's good cops
Bad cops
White cops
Black cops

Trayvon Martin
Ezell Ford
Michael Brown
And so many more

Government, policing, hard times
Oppression, racism, fear, suffering
Ain't easy

Gun control
Mind control
Self-control
We've dug ourselves a hole

Call it what it is
Murder"
27490,6awLXIvXP7QzU4iTmhIQMD,Relieve,Blinders,42,66NV0awTfkF6T1sSgoU2dq,Relieve,2019-03-08,Electro House,6k45gxiQhfVqACfIdqONsC,edm,electro house,0.689,0.956,5,-3.837,0,0.101,0.0663,0.176,0.393,0.401,128.088,164062,"[Verse]
I can take your pain
I can take it (x2)
I can take your pain away

[Post-Chorus]
From you
From you
From you

I can take your

[Intrumenetal Break]
I can take your
I can take it

Break that

[Verse]
I can take your pain away
I can take it (X2)
I can take your pain away

[Post-Chorus]
From you
From you
From you

[Intrumenetal Break]
I can take your
I can take it"
17720,2TbCdbFzs2xO2nzasn0Qvw,"Don't Be Shy Again (From ""Bala"")",Sachin-Jigar,66,7dtf0qx0yeOZzcysKPVDUr,"Don't Be Shy Again (From ""Bala"")",2019-10-18,Global X,37i9dQZF1DWUxHPh2rEiHr,latin,latin pop,0.798,0.905,5,-3.731,0,0.0581,0.0979,4.22e-06,0.307,0.905,105.005,164160,
